Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,DewPoint,WetBulb,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day
2,61,25,10,41.991429,-87.747113,8,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,61,25,10,41.991429,-87.747113,8,5,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,61,25,10,41.991429,-87.747113,8,5,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,27,85,24,41.843811,-87.686763,9,4,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,27,85,24,41.843811,-87.686763,9,4,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,27,85,24,41.843811,-87.686763,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,27,85,24,41.843811,-87.686763,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,68,106,27,41.921177,-87.79518,8,15,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,68,106,27,41.921177,-87.79518,8,15,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,68,106,27,41.921177,-87.79518,8,7,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,68,106,27,41.921177,-87.79518,8,7,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
6,68,106,27,41.921177,-87.79518,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
6,68,106,27,41.921177,-87.79518,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,30,90,30,41.857402,-87.694991,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,30,90,30,41.857402,-87.694991,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,11,50,34,41.868142,-87.696269,9,19,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,11,50,34,41.868142,-87.696269,9,19,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,11,50,34,41.868142,-87.696269,9,15,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,11,50,34,41.868142,-87.696269,9,15,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,25,80,38,41.846283,-87.656913,9,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,25,80,38,41.846283,-87.656913,9,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,10,102,64,41.721474,-87.648064,8,13,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,10,102,64,41.721474,-87.648064,8,13,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,10,102,64,41.721474,-87.648064,8,7,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,10,102,64,41.721474,-87.648064,8,7,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,10,51,66,41.869107,-87.696293,9,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,10,51,66,41.869107,-87.696293,9,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,10,51,66,41.869107,-87.696293,9,10,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,10,51,66,41.869107,-87.696293,9,10,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,96,63,107,41.719059,-87.675088,9,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,96,63,107,41.719059,-87.675088,9,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,18,117,115,41.966987,-87.674677,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,18,117,115,41.966987,-87.674677,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,61,110,11,41.923738,-87.785288,9,35,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,61,110,11,41.923738,-87.785288,9,35,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,61,110,11,41.923738,-87.785288,9,16,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,61,110,11,41.923738,-87.785288,9,16,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,64,125,12,41.970248,-87.787992,8,10,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,64,125,12,41.970248,-87.787992,8,10,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
3,64,125,12,41.970248,-87.787992,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
3,64,125,12,41.970248,-87.787992,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,64,125,12,41.970248,-87.787992,8,18,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,64,125,12,41.970248,-87.787992,8,18,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,12,114,16,42.010412,-87.66214,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,12,114,16,42.010412,-87.66214,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,10,18,21,41.89923,-87.716788,9,4,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,10,18,21,41.89923,-87.716788,9,4,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,10,18,21,41.89923,-87.716788,9,7,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,10,18,21,41.89923,-87.716788,9,7,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,20,2,63,41.692555,-87.598865,8,15,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,20,2,63,41.692555,-87.598865,8,15,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,20,2,63,41.692555,-87.598865,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,20,2,63,41.692555,-87.598865,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,33,39,90,41.94016,-87.794896,9,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,33,39,90,41.94016,-87.794896,9,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,33,39,90,41.94016,-87.794896,9,15,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,33,39,90,41.94016,-87.794896,9,15,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,11,45,106,41.903002,-87.688267,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,11,45,106,41.903002,-87.688267,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,11,45,106,41.903002,-87.688267,8,3,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,11,45,106,41.903002,-87.688267,8,3,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,60,124,4,41.942114,-87.776385,8,5,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,60,124,4,41.942114,-87.776385,8,5,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,60,124,4,41.942114,-87.776385,8,12,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,60,124,4,41.942114,-87.776385,8,12,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,33,86,73,41.704336,-87.703736,8,6,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,33,86,73,41.704336,-87.703736,8,6,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,30,63,25,41.836644,-87.677737,8,8,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,30,63,25,41.836644,-87.677737,8,8,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,30,63,25,41.836644,-87.677737,8,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,30,63,25,41.836644,-87.677737,8,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,42,91,26,41.837085,-87.729384,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,42,91,26,41.837085,-87.729384,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,42,91,26,41.837085,-87.729384,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,42,91,26,41.837085,-87.729384,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,17,36,28,41.911824,-87.726737,9,9,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,17,36,28,41.911824,-87.726737,9,9,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,17,36,28,41.911824,-87.726737,9,4,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,17,36,28,41.911824,-87.726737,9,4,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,22,93,42,41.801179,-87.679447,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,22,93,42,41.801179,-87.679447,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,22,93,42,41.801179,-87.679447,8,10,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,22,93,42,41.801179,-87.679447,8,10,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,35,93,43,41.800737,-87.71188,8,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,35,93,43,41.800737,-87.71188,8,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,52,94,45,41.778297,-87.752411,9,18,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,52,94,45,41.778297,-87.752411,9,18,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,52,94,45,41.778297,-87.752411,9,28,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,52,94,45,41.778297,-87.752411,9,28,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,67,64,46,41.77166,-87.703047,8,8,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,67,64,46,41.77166,-87.703047,8,8,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,73,55,47,41.759346,-87.745602,9,6,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,73,55,47,41.759346,-87.745602,9,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,73,55,47,41.759346,-87.745602,9,10,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,73,55,47,41.759346,-87.745602,9,10,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,22,97,48,41.768388,-87.678649,8,35,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,22,97,48,41.768388,-87.678649,8,35,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,22,97,48,41.768388,-87.678649,8,5,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,22,97,48,41.768388,-87.678649,8,5,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,52,73,49,41.797616,-87.797894,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,52,73,49,41.797616,-87.797894,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,61,70,50,41.781416,-87.776532,8,6,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,61,70,50,41.781416,-87.776532,8,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,61,70,50,41.781416,-87.776532,8,10,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,61,70,50,41.781416,-87.776532,8,10,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,10,7,52,41.773215,-87.60088,8,12,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,10,7,52,41.773215,-87.60088,8,12,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
3,10,7,52,41.773215,-87.60088,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
3,10,7,52,41.773215,-87.60088,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,10,7,52,41.773215,-87.60088,8,10,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,10,7,52,41.773215,-87.60088,8,10,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,39,46,53,41.822536,-87.666343,9,9,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,39,46,53,41.822536,-87.666343,9,9,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,39,46,53,41.822536,-87.666343,9,7,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,39,46,53,41.822536,-87.666343,9,7,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,47,56,54,41.799282,-87.585487,8,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,47,56,54,41.799282,-87.585487,8,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,55,60,55,41.794781,-87.615989,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,55,60,55,41.794781,-87.615989,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
6,55,60,55,41.794781,-87.615989,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
6,55,60,55,41.794781,-87.615989,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,64,79,56,41.778748,-87.586427,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,64,79,56,41.778748,-87.586427,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,71,77,58,41.766202,-87.562889,9,6,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,71,77,58,41.766202,-87.562889,9,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,71,77,58,41.766202,-87.562889,9,14,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,71,77,58,41.766202,-87.562889,9,14,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,77,61,59,41.754676,-87.612922,9,20,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,77,61,59,41.754676,-87.612922,9,20,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,77,61,59,41.754676,-87.612922,9,17,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,77,61,59,41.754676,-87.612922,9,17,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,40,58,60,41.821582,-87.627796,9,15,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,40,58,60,41.821582,-87.627796,9,15,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,40,58,60,41.821582,-87.627796,9,16,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,40,58,60,41.821582,-87.627796,9,16,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,50,82,61,41.803423,-87.642984,8,16,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,50,82,61,41.803423,-87.642984,8,16,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,50,82,61,41.803423,-87.642984,8,17,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,50,82,61,41.803423,-87.642984,8,17,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,79,54,62,41.754292,-87.590773,9,6,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,79,54,62,41.754292,-87.590773,9,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,79,54,62,41.754292,-87.590773,9,14,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,79,54,62,41.754292,-87.590773,9,14,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,52,66,81,41.798697,-87.736812,8,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,52,66,81,41.798697,-87.736812,8,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,52,66,81,41.798697,-87.736812,8,8,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,52,66,81,41.798697,-87.736812,8,8,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
6,52,66,81,41.798697,-87.736812,8,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
6,52,66,81,41.798697,-87.736812,8,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,63,95,101,41.776156,-87.778927,9,4,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,63,95,101,41.776156,-87.778927,9,4,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,63,95,101,41.776156,-87.778927,9,5,1,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,63,95,101,41.776156,-87.778927,9,5,1,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
4,63,95,101,41.776156,-87.778927,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
4,63,95,101,41.776156,-87.778927,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,37,75,44,41.82561,-87.726549,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,37,75,44,41.82561,-87.726549,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,37,75,44,41.82561,-87.726549,9,6,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,37,75,44,41.82561,-87.726549,9,6,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,80,64,51,41.74785,-87.702716,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,80,64,51,41.74785,-87.702716,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
6,80,64,51,41.74785,-87.702716,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
6,80,64,51,41.74785,-87.702716,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,65,76,57,41.775051,-87.655356,9,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,65,76,57,41.775051,-87.655356,9,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,65,76,57,41.775051,-87.655356,9,1,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,65,76,57,41.775051,-87.655356,9,1,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,82,6,75,41.644612,-87.604498,5,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,82,6,75,41.644612,-87.604498,5,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,82,6,75,41.644612,-87.604498,5,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,82,6,75,41.644612,-87.604498,5,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,89,72,76,41.733643,-87.55551,8,4,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,89,72,76,41.733643,-87.55551,8,4,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,89,72,76,41.733643,-87.55551,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,89,72,76,41.733643,-87.55551,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,98,47,77,41.717753,-87.531657,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,98,47,77,41.717753,-87.531657,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,98,47,77,41.717753,-87.531657,8,16,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,98,47,77,41.717753,-87.531657,8,16,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,58,36,19,41.984809,-87.728492,8,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,58,36,19,41.984809,-87.728492,8,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,66,65,102,41.772846,-87.740029,9,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,66,65,102,41.772846,-87.740029,9,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
1,66,65,102,41.772846,-87.740029,9,3,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
1,66,65,102,41.772846,-87.740029,9,3,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,81,92,103,41.825902,-87.667827,5,2,0,80,69,67,69,0.24,29.82,5.8,25,7.1,2007,8,24
2,81,92,103,41.825902,-87.667827,5,2,0,81,69,67,69,0.2,29.81,5.5,25,7.3,2007,8,24
2,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
2,12,59,82,41.673408,-87.599862,5,19,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,19,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,1,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,1,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,1,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
2,12,59,82,41.673408,-87.599862,5,50,1,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,1,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,1,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,91,67,66,70,0.0,29.99,9.0,20,9.5,2007,8,28
1,12,59,82,41.673408,-87.599862,5,50,0,90,69,65,70,0.0,29.98,7.8,21,8.3,2007,8,28
